-7.281928415936027577e+00,-2.240884135157175105e+00,6.674037007670998278e+00,4.833001029299826001e+00,-5.762293880578206462e-01,5.299177815130038383e+00,6.542079753921146157e+00,4.046253427874109576e+00,-3.995378510624458812e-01,7.532177543188012692e+00,-2.251982966691115085e+00,8.959964926670613394e+00,-1.773528845321725722e+00,6.607908224453566959e+00,-6.160741228032979855e+00,1.148262596549121106e-01,-2.561534807277499048e+00,-6.585305465394761804e+00,-3.561046835966059643e+00,-8.840364681662629565e+00
-7.148811835316215557e+00,-3.821538632261349822e+00,-7.878225949664634520e+00,-3.914667513537717358e+00,4.019699493843489790e+00,-7.811135810418202041e+00,3.609717953211852848e+00,-5.494348076151432281e+00,9.533514957504527487e+00,-2.328374156393417937e+00,-7.203552744195464541e+00,4.743849117400154469e+00,-2.175732205583333911e+00,-9.664122905960333298e+00,9.466059238840410117e+00,9.995140043960354603e+00,4.072796666538904375e+00,-7.856846743531608723e+00,-4.679024467402785881e+00,2.984234257085125819e+01
7.730390701024633771e+00,-3.795693122419925292e+00,7.591369345909919630e+00,3.261910376634054032e+00,-3.539912003656360273e+00,9.559711866782734546e+00,-8.725035103809947401e+00,-8.761299756990734267e+00,-1.825288062032965897e+00,8.400043829570975618e+00,2.407925846729221941e+00,-6.555954113079618395e+00,2.192908788328624681e+00,6.388218825064891249e+00,9.143345850057686519e+00,7.335209727847303185e+00,-8.138206245644699521e+00,5.939371110699509515e+00,-4.599432509276397241e+00,-1.164261179693405168e+01
7.531903977619616164e+00,-3.904117350811084908e+00,8.151951885618792915e+00,1.876315674806026124e+00,4.042638009924381493e+00,3.528379596937043505e+00,2.091790707970440089e+00,9.295557115879587329e+00,5.254683780843492080e+00,-2.515177717065553153e-01,-3.630177474609959098e+00,-2.832162033481733232e-01,-5.216246427544302122e+00,-4.632224453651263119e+00,-7.857710483877438534e+00,8.027924876978209667e+00,-6.327107273452378777e+00,-6.461342510868268718e+00,-3.427374990308613700e+00,-1.050939374813124338e+01
-2.924368181590744076e+00,-2.797197894933269868e+00,-4.514140525688150163e+00,7.604689028514631133e+00,5.173295467557021965e+00,5.422200900487585962e+00,1.400807576514564445e+00,1.400253520516139272e+00,-2.161494575370248583e+00,-8.934212408514008885e+00,-5.705417442073748013e+00,-6.889010234443224689e+00,-5.844512494695432991e+00,-9.526583810413962183e+00,5.417226817332688071e+00,3.398697117017619451e+00,-9.006817648152026123e+00,2.047204653272525210e+00,-7.844068313184767050e+00,2.857704428103514971e+01
-4.737777719795543518e+00,2.940712349690723926e+00,-3.858135323983058473e+00,8.806880235160030601e-01,-3.071839234482909298e+00,6.601770714979915411e-02,-3.219471134581100014e+00,9.466119389679983342e+00,2.087706744940787118e+00,2.232561272020356924e+00,-7.329331443319142991e+00,3.961879445791851584e+00,2.886839245771850582e+00,2.981575445069857278e+00,3.456371171824073052e+00,4.757509429250747601e+00,9.062720864392908027e+00,-8.250495715618821890e-01,-4.847608609472089825e+00,-8.762369280864874099e+00
7.222729909601987686e+00,-9.503775273256152900e+00,-3.520211828872767956e+00,3.044009155758551355e+00,6.104071969422752986e+00,1.998862246096062556e+00,-7.832988438906623330e+00,6.698171380654123652e+00,1.477079186668950328e-02,7.476249376290788895e+00,3.624880107111549954e-01,3.109123935934321459e-01,-3.006205834935933296e+00,9.008959504921563166e+00,2.494091434788625605e+00,2.878618090063300716e+00,-7.109333396357810919e+00,7.099815451162401203e+00,5.798608982022630087e+00,-3.092199191204300135e+01
-2.679461403739535896e-02,-3.763512528608410346e+00,1.034438363272203176e+00,5.114758214079073717e-01,4.375517951466118660e+00,-4.077961014946183127e+00,-9.362792458474480384e+00,-9.652291198206586209e-01,-3.425751796891831624e+00,-4.104460012589403739e+00,3.199296799249602419e+00,1.630331729266503160e+00,-9.595659973386316821e-01,8.604954931213047331e+00,2.055711539360238760e-02,9.191188857303504989e+00,-9.781157440380859214e+00,-2.973494911479630520e+00,-7.143902795295716146e+00,3.232127197484541359e+00
2.427670230738057100e+00,2.463918621403415887e+00,8.404468669882717791e+00,-4.461557625662755378e+00,5.172783381921797208e-01,-5.040639669487385177e+00,8.381713673004869136e+00,-2.990050440832181522e+00,6.782581589702802560e+00,-7.675243852569875180e+00,1.069744463548210067e+00,2.644705062604828516e+00,-1.092730212721577665e+00,3.167142441189896296e+00,8.327706875862844527e+00,5.662146504658407409e+00,4.353776835952947621e+00,-1.404053788504113776e+00,5.974163852008091524e+00,-1.620628520306627962e+01
3.186131636487714580e+00,-4.366727698850021433e+00,-7.472814075868341455e+00,-3.261115251721975472e+00,4.891929365518166151e-01,7.868147477823004721e+00,-2.338775874036296276e+00,-8.094408404556530101e-01,-9.047181031502910642e+00,-1.494402641596355164e+00,7.715838543159721397e+00,3.971225821705810510e+00,5.944986918311176538e+00,2.742244513317775301e+00,1.481678420029552967e-01,-9.364928845526151235e+00,-7.198966765413268298e+00,7.169725860762252267e+00,-1.921124756953327406e+00,1.934036845042465536e-01
